# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
3204.040983951916,412558
3205.493501614729,412878
3206.952418711449,413210
3208.395800323216,413542
3209.851895124555,413864
3209.851895124555,413864
3211.315065780108,414188
3212.778557595266,414518
3214.23141716937,414848
3215.694141419321,415190
3217.147003499656,415510
3218.606181345018,415858
3220.040983951894,416182
3221.493501614707,416514
3222.952418711428,416844
3224.395800323195,417174
3225.851895124533,417500
3227.315065780087,417826
3228.778557595244,418148
3230.231417169347,418500
3230.231417169347,418500
3231.694141419299,418840
3231.694141419299,418840
3233.147003499634,419178
3234.606181344996,419518
3236.040983951872,419844
3237.493501614685,420184
3238.952418711405,420504
3238.952418711405,420504
3240.395800323172,420846
3241.851895124511,421168
3243.315065780066,421516
3244.778557595223,421848
3246.231417169328,422188
3247.69414141928,422532
3249.147003499616,422868
3250.606181344978,423202
3252.048759314402,423554
3252.048759314402,423554
3253.493501614669,423886
3254.952418711389,424232
3256.395800323158,424566
3256.395800323158,424566
3257.851895124498,424892
3259.315065780052,425232
3260.778557595211,425584
3262.231417169317,425924
3263.694141419269,426270
3265.147003499606,426620
3265.147003499606,426620
3266.606181344969,426952
3266.606181344969,426952
3268.048759314393,427298
3269.493501614661,427626
3270.952418711382,427982
3272.395800323151,428316
3273.851895124491,428656
3275.315065780045,428982
3276.778557595204,429338
3278.231417169309,429686
3279.694141419262,430026
3281.147003499599,430374
3282.606181344961,430720
3284.048759314386,431072
3285.493501614653,431412
3286.952418711375,431762
3288.395800323143,432100
3289.851895124483,432430
3291.315065780038,432768
3292.778557595196,433120
3294.231417169301,433464
3295.694141419252,433830
3295.694141419252,433830
3297.153650259145,434174
3298.606181344951,434526
3300.048759314375,434868
3301.493501614641,435210
3302.952418711362,435560
3304.39580032313,435900
3305.85189512447,436234
3307.315065780023,436588
3308.778557595182,436940
3310.231417169286,437296
3311.694141419238,437644
3313.153650259131,437990
3314.606181344936,438344
3316.04875931436,438684
3317.493501614627,439044
3318.952418711348,439394
3320.395800323116,439742
3321.851895124455,440068
3323.315065780009,440422
3323.315065780009,440422
3324.778557595167,440776
3324.778557595167,440776
3326.231417169271,441146
3327.694141419223,441482
3329.153650259116,441862
