# total_messages #1
22.60393969994038 42.0
23.60393969994038 42.0
23.60393969994038 44.0
23.60393969994038 44.0
24.0 44.0
24.0 46.0
24.14701080951082 46.0
24.14701080951082 48.0
25.0 48.0
25.0 50.0
25.0 50.0
25.14701080951082 50.0
25.14701080951082 52.0
25.14701080951082 52.0
25.60393969994038 52.0
25.60393969994038 54.0
26.14701080951082 54.0
26.14701080951082 56.0
26.14701080951082 56.0
26.60393969994038 56.0
26.60393969994038 58.0
26.60393969994038 58.0
27.0 58.0
27.0 60.0
27.14701080951082 60.0
27.14701080951082 62.0
27.14701080951082 62.0
28.0 62.0
28.0 64.0
28.0 64.0
28.14701080951082 64.0
28.14701080951082 66.0
28.14701080951082 66.0
28.60393969994038 66.0
28.60393969994038 68.0
29.0 68.0
29.0 70.0
29.0 70.0
29.14701080951082 70.0
29.14701080951082 72.0
29.14701080951082 72.0
29.60393969994038 72.0
29.60393969994038 74.0
29.60393969994038 74.0
30.0 74.0
30.0 76.0
30.0 76.0
31.14701080951082 76.0
31.14701080951082 78.0
31.60393969994038 78.0
31.60393969994038 80.0
32.0 80.0
32.0 82.0
32.14701080951082 82.0
32.14701080951082 84.0
32.14701080951082 84.0
32.60393969994038 84.0
32.60393969994038 86.0
32.60393969994038 86.0
33.0 86.0
33.0 88.0
33.0 88.0
33.12763379444542 88.0
33.12763379444542 90.0
33.60393969994038 90.0
33.60393969994038 92.0
33.60393969994038 92.0
34.12763379444542 92.0
34.14701080951082 96.0
34.60393969994038 96.0
34.60393969994038 98.0
34.60393969994038 98.0
35.0 98.0
35.0 100.0
35.12763379444542 100.0
35.14701080951082 104.0
35.14701080951082 104.0
35.60393969994038 104.0
35.60393969994038 106.0
35.60393969994038 106.0
36.0 106.0
36.0 108.0
36.0 108.0
36.12763379444542 108.0
36.14701080951082 112.0
36.14701080951082 112.0
36.60393969994038 112.0
36.60393969994038 114.0
36.60393969994038 114.0
# total_messages #3
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.8215423731599 16.0
15.8215423731599 18.0
16.0 18.0
16.0 20.0
16.0 20.0
16.8215423731599 20.0
16.8215423731599 22.0
16.8215423731599 22.0
17.0 22.0
17.0 24.0
17.0 24.0
18.0 24.0
18.0 26.0
18.0 26.0
18.8215423731599 26.0
18.8215423731599 28.0
19.0 28.0
19.0 30.0
19.0 30.0
19.8215423731599 30.0
19.8215423731599 32.0
19.8215423731599 32.0
20.8215423731599 32.0
20.8215423731599 34.0
20.8215423731599 34.0
21.0 34.0
21.0 36.0
21.8215423731599 36.0
21.8215423731599 38.0
21.8215423731599 38.0
22.0 38.0
22.0 40.0
22.0 40.0
22.6237083079759 40.0
22.6237083079759 42.0
22.8215423731599 42.0
22.8215423731599 44.0
22.8215423731599 44.0
23.0 44.0
23.0 46.0
23.0 46.0
23.6237083079759 46.0
23.6237083079759 48.0
23.6237083079759 48.0
23.8215423731599 48.0
23.8215423731599 50.0
23.8215423731599 50.0
24.0 50.0
24.0 52.0
24.0 52.0
24.6237083079759 52.0
24.6237083079759 54.0
24.6237083079759 54.0
25.0 54.0
25.0 56.0
25.0 56.0
25.6237083079759 56.0
25.6237083079759 58.0
25.6237083079759 58.0
25.8215423731599 58.0
25.8215423731599 60.0
26.0 60.0
26.0 62.0
26.0 62.0
26.6237083079759 62.0
26.6237083079759 64.0
26.6237083079759 64.0
26.8215423731599 64.0
26.8215423731599 66.0
26.8215423731599 66.0
27.23311275220339 66.0
27.23311275220339 68.0
27.6237083079759 68.0
27.6237083079759 70.0
27.6237083079759 70.0
# total_messages #4
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.25324628106318 16.0
15.25324628106318 18.0
16.0 18.0
16.0 20.0
16.0 20.0
16.25324628106318 20.0
16.25324628106318 22.0
16.25324628106318 22.0
17.0 22.0
17.0 24.0
17.0 24.0
18.0 24.0
18.0 26.0
18.0 26.0
18.25324628106318 26.0
18.25324628106318 28.0
19.0 28.0
19.0 30.0
19.0 30.0
19.25324628106318 30.0
19.25324628106318 32.0
19.25324628106318 32.0
21.0 32.0
21.0 34.0
21.25324628106318 34.0
21.25324628106318 36.0
22.0 36.0
22.0 38.0
22.0 38.0
22.07134127942845 38.0
22.07134127942845 40.0
22.25324628106318 40.0
22.25324628106318 42.0
22.25324628106318 42.0
23.0 42.0
23.0 44.0
23.0 44.0
23.07134127942845 44.0
23.07134127942845 46.0
23.07134127942845 46.0
23.25324628106318 46.0
23.25324628106318 48.0
23.25324628106318 48.0
24.0 48.0
24.0 50.0
24.0 50.0
24.25324628106318 50.0
24.25324628106318 52.0
24.25324628106318 52.0
25.0 52.0
25.0 54.0
25.0 54.0
25.07134127942845 54.0
25.07134127942845 56.0
25.25324628106318 56.0
25.25324628106318 58.0
25.25324628106318 58.0
26.0 58.0
26.0 60.0
26.0 60.0
26.07134127942845 60.0
26.07134127942845 62.0
26.07134127942845 62.0
26.25324628106318 62.0
26.25324628106318 64.0
26.25324628106318 64.0
27.07134127942845 64.0
27.08215792969862 66.0
27.08215792969862 66.0
28.0 66.0
28.0 68.0
28.07134127942845 68.0
28.07134127942845 70.0
28.07134127942845 70.0
28.25324628106318 70.0
28.25324628106318 72.0
29.0 72.0
29.0 74.0
29.0 74.0
29.07134127942845 74.0
29.08215792969862 78.0
29.25324628106318 78.0
29.25324628106318 80.0
29.25324628106318 80.0
30.07134127942845 80.0
30.07134127942845 82.0
30.07134127942845 82.0
# total_messages #5
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.40514202741906 16.0
15.40514202741906 18.0
16.0 18.0
16.0 20.0
16.0 20.0
16.40514202741906 20.0
16.40514202741906 22.0
16.40514202741906 22.0
17.0 22.0
17.0 24.0
17.0 24.0
18.0 24.0
18.0 26.0
18.0 26.0
18.40514202741906 26.0
18.40514202741906 28.0
19.0 28.0
19.0 30.0
19.0 30.0
19.40514202741906 30.0
19.40514202741906 32.0
19.40514202741906 32.0
20.40514202741906 32.0
20.40514202741906 34.0
20.40514202741906 34.0
21.0 34.0
21.0 36.0
21.40514202741906 36.0
21.40514202741906 38.0
21.40514202741906 38.0
22.0 38.0
22.0 40.0
22.0 40.0
22.14774976088665 40.0
22.14774976088665 42.0
22.40514202741906 42.0
22.40514202741906 44.0
22.40514202741906 44.0
23.14774976088665 44.0
23.14774976088665 46.0
23.14774976088665 46.0
23.40514202741906 46.0
23.40514202741906 48.0
23.40514202741906 48.0
24.0 48.0
24.0 50.0
24.14774976088665 50.0
24.14774976088665 52.0
24.14774976088665 52.0
25.0 52.0
25.0 54.0
25.0 54.0
25.40514202741906 54.0
25.40514202741906 56.0
26.14774976088665 56.0
26.14774976088665 58.0
26.40514202741906 58.0
26.40514202741906 60.0
26.40514202741906 60.0
27.0 60.0
27.0 62.0
27.14774976088665 62.0
27.15775616839519 66.0
28.0 66.0
28.0 68.0
28.0 68.0
28.15775616839519 68.0
28.15775616839519 70.0
28.15775616839519 70.0
28.40514202741906 70.0
28.40514202741906 72.0
29.14774976088665 72.0
29.15775616839519 76.0
29.15775616839519 76.0
29.40514202741906 76.0
29.40514202741906 78.0
29.40514202741906 78.0
30.0 78.0
30.0 80.0
30.14774976088665 80.0
30.15775616839519 84.0
30.15775616839519 84.0
30.40514202741906 84.0
30.40514202741906 86.0
30.40514202741906 86.0
31.0 86.0
31.0 88.0
31.0 88.0
31.14774976088665 88.0
31.15775616839519 92.0
31.15775616839519 92.0
31.40514202741906 92.0
31.40514202741906 94.0
31.40514202741906 94.0
32.14774976088665 94.0
32.15775616839519 98.0
32.15775616839519 98.0
32.40514202741906 98.0
32.40514202741906 100.0
32.40514202741906 100.0
33.0 100.0
33.0 102.0
33.14774976088665 102.0
33.14774976088665 104.0
33.14774976088665 104.0
34.0 104.0
34.0 106.0
34.0 106.0
34.15775616839519 106.0
34.15775616839519 108.0
34.40514202741906 108.0
34.40514202741906 110.0
35.14774976088665 110.0
35.15775616839519 114.0
35.15775616839519 114.0
35.40514202741906 114.0
35.40514202741906 116.0
35.40514202741906 116.0
36.0 116.0
36.0 118.0
36.10124130772834 118.0
36.10124130772834 120.0
36.14774976088665 120.0
36.14774976088665 122.0
36.14774976088665 122.0
37.0 122.0
37.0 124.0
37.0 124.0
37.10124130772834 124.0
37.10124130772834 126.0
37.10124130772834 126.0
37.15775616839519 126.0
37.15775616839519 128.0
37.40514202741906 128.0
37.40514202741906 130.0
38.14774976088665 130.0
38.15775616839519 134.0
38.15775616839519 134.0
38.40514202741906 134.0
38.40514202741906 136.0
38.40514202741906 136.0
39.0 136.0
39.0 138.0
39.10124130772834 138.0
39.10124130772834 140.0
39.14774976088665 140.0
39.14774976088665 142.0
39.14774976088665 142.0
40.0 142.0
40.0 144.0
40.0 144.0
40.10124130772834 144.0
40.10124130772834 146.0
40.10124130772834 146.0
40.15775616839519 146.0
40.15775616839519 148.0
40.40514202741906 148.0
40.40514202741906 150.0
41.10124130772834 150.0
41.10124130772834 152.0
41.10124130772834 152.0
41.14774976088665 152.0
41.15775616839519 156.0
41.15775616839519 156.0
41.40514202741906 156.0
41.40514202741906 158.0
41.40514202741906 158.0
42.0 158.0
42.0 160.0
42.10124130772834 160.0
42.10124130772834 162.0
42.10124130772834 162.0
42.14774976088665 162.0
42.14774976088665 164.0
42.14774976088665 164.0
43.0 164.0
43.0 166.0
43.0 166.0
43.10124130772834 166.0
43.10124130772834 168.0
43.10124130772834 168.0
43.15775616839519 168.0
43.15775616839519 170.0
43.40514202741906 170.0
43.40514202741906 172.0
44.10124130772834 172.0
44.10124130772834 174.0
44.10124130772834 174.0
# total_messages #6
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.09449633629993 16.0
15.09449633629993 18.0
16.0 18.0
16.0 20.0
16.0 20.0
16.09449633629993 20.0
16.09449633629993 22.0
16.09449633629993 22.0
17.0 22.0
17.0 24.0
17.0 24.0
17.09449633629993 24.0
17.09449633629993 26.0
17.09449633629993 26.0
18.0 26.0
18.0 28.0
18.0 28.0
18.09449633629993 28.0
18.09449633629993 30.0
18.09449633629993 30.0
19.0 30.0
19.0 32.0
19.0 32.0
19.09449633629993 32.0
19.09449633629993 34.0
19.09449633629993 34.0
20.09449633629993 34.0
20.09449633629993 36.0
20.09449633629993 36.0
21.0 36.0
21.0 38.0
22.0 38.0
22.0 40.0
22.0 40.0
22.09449633629993 40.0
22.09449633629993 42.0
22.81542356210952 42.0
22.81542356210952 44.0
23.0 44.0
23.0 46.0
23.0 46.0
23.09449633629993 46.0
23.09449633629993 48.0
23.09449633629993 48.0
23.81542356210952 48.0
23.81542356210952 50.0
23.81542356210952 50.0
24.0 50.0
24.0 52.0
24.0 52.0
24.81542356210952 52.0
24.81542356210952 54.0
24.81542356210952 54.0
25.0 54.0
25.0 56.0
25.0 56.0
25.09449633629993 56.0
25.09449633629993 58.0
25.81542356210952 58.0
25.81542356210952 60.0
25.81542356210952 60.0
26.0 60.0
26.0 62.0
26.0 62.0
26.09449633629993 62.0
26.09449633629993 64.0
26.09449633629993 64.0
26.81542356210952 64.0
26.81542356210952 66.0
26.81542356210952 66.0
28.0 66.0
28.0 68.0
28.09449633629993 68.0
28.09449633629993 70.0
28.81542356210952 70.0
28.81542356210952 72.0
29.0 72.0
29.0 74.0
29.0 74.0
29.09449633629993 74.0
29.09449633629993 76.0
29.09449633629993 76.0
29.16679045860656 76.0
29.16679045860656 78.0
29.81542356210952 78.0
29.81542356210952 80.0
29.81542356210952 80.0
30.16679045860656 80.0
30.16679045860656 82.0
30.16679045860656 82.0
30.81542356210952 82.0
30.81542356210952 84.0
30.81542356210952 84.0
31.0 84.0
31.0 86.0
31.09449633629993 86.0
31.09449633629993 88.0
31.81542356210952 88.0
31.81542356210952 90.0
31.81542356210952 90.0
32.0 90.0
32.0 92.0
32.0 92.0
32.09449633629993 92.0
32.09449633629993 94.0
32.09449633629993 94.0
32.16679045860656 94.0
32.16679045860656 96.0
32.81542356210952 96.0
32.81542356210952 98.0
32.81542356210952 98.0
33.0 98.0
33.0 100.0
33.0 100.0
33.16679045860656 100.0
33.16679045860656 102.0
33.16679045860656 102.0
33.81542356210952 102.0
33.81542356210952 104.0
33.81542356210952 104.0
# total_messages #7
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.56519209826365 16.0
15.56519209826365 18.0
16.0 18.0
16.0 20.0
16.0 20.0
16.56519209826365 20.0
16.56519209826365 22.0
16.56519209826365 22.0
17.0 22.0
17.0 24.0
17.0 24.0
17.56519209826365 24.0
17.56519209826365 26.0
17.56519209826365 26.0
18.0 26.0
18.0 28.0
18.0 28.0
18.56519209826365 28.0
18.56519209826365 30.0
18.56519209826365 30.0
19.0 30.0
19.0 32.0
19.0 32.0
19.56519209826365 32.0
19.56519209826365 34.0
19.56519209826365 34.0
20.56519209826365 34.0
20.56519209826365 36.0
20.56519209826365 36.0
21.0 36.0
21.0 38.0
22.0 38.0
22.0 40.0
22.0 40.0
22.56519209826365 40.0
22.56519209826365 42.0
22.60654654968059 42.0
22.60654654968059 44.0
23.0 44.0
23.0 46.0
23.0 46.0
23.56519209826365 46.0
23.56519209826365 48.0
23.56519209826365 48.0
23.60654654968059 48.0
23.60654654968059 50.0
23.60654654968059 50.0
24.0 50.0
24.0 52.0
24.0 52.0
24.60654654968059 52.0
24.60654654968059 54.0
24.60654654968059 54.0
25.0 54.0
25.0 56.0
25.0 56.0
25.56519209826365 56.0
25.56519209826365 58.0
25.60654654968059 58.0
25.60654654968059 60.0
25.60654654968059 60.0
26.0 60.0
26.0 62.0
26.0 62.0
26.56519209826365 62.0
26.56519209826365 64.0
26.56519209826365 64.0
26.60654654968059 64.0
26.60654654968059 66.0
26.60654654968059 66.0
28.0 66.0
28.0 68.0
28.56519209826365 68.0
28.56519209826365 70.0
28.60654654968059 70.0
28.60654654968059 72.0
29.0 72.0
29.0 74.0
29.0 74.0
29.51749216974713 74.0
29.51749216974713 76.0
29.56519209826365 76.0
29.56519209826365 78.0
29.56519209826365 78.0
29.60654654968059 78.0
29.60654654968059 80.0
29.60654654968059 80.0
30.51749216974713 80.0
30.51749216974713 82.0
30.51749216974713 82.0
31.0 82.0
31.0 84.0
31.56519209826365 84.0
31.56519209826365 86.0
31.60654654968059 86.0
31.60654654968059 88.0
32.0 88.0
32.0 90.0
32.0 90.0
32.51749216974713 90.0
32.51749216974713 92.0
32.56519209826365 92.0
32.56519209826365 94.0
32.56519209826365 94.0
32.60654654968059 94.0
32.60654654968059 96.0
32.60654654968059 96.0
33.51749216974713 96.0
33.51749216974713 98.0
33.51749216974713 98.0
34.0 98.0
34.0 100.0
34.56519209826365 100.0
34.56519209826365 102.0
34.60654654968059 102.0
34.60654654968059 104.0
35.0 104.0
35.0 106.0
35.0 106.0
35.51749216974713 106.0
35.51749216974713 108.0
35.56519209826365 108.0
35.56519209826365 110.0
35.56519209826365 110.0
35.60654654968059 110.0
35.60654654968059 112.0
35.60654654968059 112.0
36.51749216974713 112.0
36.51749216974713 114.0
36.51749216974713 114.0
37.0 114.0
37.0 116.0
37.56519209826365 116.0
37.56519209826365 118.0
37.60654654968059 118.0
37.60654654968059 120.0
38.0 120.0
38.0 122.0
38.0 122.0
38.51749216974713 122.0
38.51749216974713 124.0
38.56519209826365 124.0
38.56519209826365 126.0
38.56519209826365 126.0
38.60654654968059 126.0
38.60654654968059 128.0
38.60654654968059 128.0
39.51749216974713 128.0
39.51749216974713 130.0
39.51749216974713 130.0
40.0 130.0
40.0 132.0
40.56519209826365 132.0
40.56519209826365 134.0
40.60654654968059 134.0
40.60654654968059 136.0
41.0 136.0
41.0 138.0
41.0 138.0
41.51749216974713 138.0
41.51749216974713 140.0
41.56519209826365 140.0
41.56519209826365 142.0
41.56519209826365 142.0
41.60654654968059 142.0
41.60654654968059 144.0
41.60654654968059 144.0
42.51749216974713 144.0
42.51749216974713 146.0
42.51749216974713 146.0
43.0 146.0
43.0 148.0
43.56519209826365 148.0
43.56519209826365 150.0
43.60654654968059 150.0
43.60654654968059 152.0
44.0 152.0
44.0 154.0
44.0 154.0
44.51749216974713 154.0
44.51749216974713 156.0
44.56519209826365 156.0
44.56519209826365 158.0
44.56519209826365 158.0
44.60654654968059 158.0
44.60654654968059 160.0
44.60654654968059 160.0
45.51749216974713 160.0
45.51749216974713 162.0
45.51749216974713 162.0
46.0 162.0
46.0 164.0
46.56519209826365 164.0
46.56519209826365 166.0
46.60654654968059 166.0
46.60654654968059 168.0
47.0 168.0
47.0 170.0
47.0 170.0
47.51749216974713 170.0
47.51749216974713 172.0
47.56519209826365 172.0
47.56519209826365 174.0
47.56519209826365 174.0
47.60654654968059 174.0
47.60654654968059 176.0
47.60654654968059 176.0
48.51749216974713 176.0
48.51749216974713 178.0
48.51749216974713 178.0
48.60654654968059 178.0
48.60654654968059 180.0
48.60654654968059 180.0
49.0 180.0
49.0 182.0
49.51749216974713 182.0
49.51749216974713 184.0
49.51749216974713 184.0
49.56519209826365 184.0
49.56519209826365 186.0
49.60654654968059 186.0
49.60654654968059 188.0
49.60654654968059 188.0
50.0 188.0
50.0 190.0
50.0 190.0
50.51749216974713 190.0
50.51749216974713 192.0
50.51749216974713 192.0
50.56519209826365 192.0
50.56519209826365 194.0
50.56519209826365 194.0
50.60654654968059 194.0
50.60654654968059 196.0
50.60654654968059 196.0
51.51749216974713 196.0
51.51749216974713 198.0
51.51749216974713 198.0
51.60654654968059 198.0
51.60654654968059 200.0
51.60654654968059 200.0
# total_messages #8
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.19713230454363 16.0
15.19713230454363 18.0
16.0 18.0
16.0 20.0
16.0 20.0
16.19713230454363 20.0
16.19713230454363 22.0
16.19713230454363 22.0
17.0 22.0
17.0 24.0
17.0 24.0
17.19713230454363 24.0
17.19713230454363 26.0
17.19713230454363 26.0
18.0 26.0
18.0 28.0
18.0 28.0
18.19713230454363 28.0
18.19713230454363 30.0
18.19713230454363 30.0
19.0 30.0
19.0 32.0
19.0 32.0
19.19713230454363 32.0
19.19713230454363 34.0
19.19713230454363 34.0
20.19713230454363 34.0
20.19713230454363 36.0
20.19713230454363 36.0
21.0 36.0
21.0 38.0
22.0 38.0
22.0 40.0
22.0 40.0
22.1337240904104 40.0
22.1337240904104 42.0
22.19713230454363 42.0
22.19713230454363 44.0
23.1337240904104 44.0
23.1337240904104 46.0
23.1337240904104 46.0
23.19713230454363 46.0
23.19713230454363 48.0
23.19713230454363 48.0
23.54644793714397 48.0
23.54644793714397 50.0
24.0 50.0
24.0 52.0
24.19713230454363 52.0
24.19713230454363 54.0
24.19713230454363 54.0
24.54644793714397 54.0
24.54644793714397 56.0
24.54644793714397 56.0
25.0 56.0
25.0 58.0
25.0 58.0
25.1337240904104 58.0
25.1337240904104 60.0
25.19713230454363 60.0
25.19713230454363 62.0
25.19713230454363 62.0
26.1337240904104 62.0
26.1337240904104 64.0
26.1337240904104 64.0
26.19713230454363 64.0
26.19713230454363 66.0
26.19713230454363 66.0
26.54644793714397 66.0
26.54644793714397 68.0
27.0 68.0
27.0 70.0
27.1337240904104 70.0
27.1337240904104 72.0
27.1337240904104 72.0
27.19713230454363 72.0
27.19713230454363 74.0
27.19713230454363 74.0
27.54644793714397 74.0
27.54644793714397 76.0
27.54644793714397 76.0
28.0 76.0
28.0 78.0
28.0 78.0
28.1337240904104 78.0
28.1337240904104 80.0
28.1337240904104 80.0
29.1337240904104 80.0
29.1337240904104 82.0
29.1337240904104 82.0
29.19713230454363 82.0
29.19713230454363 84.0
29.54644793714397 84.0
29.54644793714397 86.0
30.0 86.0
30.0 88.0
30.1337240904104 88.0
30.1337240904104 90.0
30.1337240904104 90.0
# total_messages #9
0.0 0.0
7.0 0.0
7.0 2.0
8.0 2.0
8.0 4.0
8.0 4.0
9.0 4.0
9.0 6.0
9.0 6.0
10.0 6.0
10.0 8.0
10.0 8.0
11.0 8.0
11.0 10.0
11.0 10.0
12.0 10.0
12.0 12.0
12.0 12.0
14.0 12.0
14.0 14.0
15.0 14.0
15.0 16.0
15.0 16.0
15.96762339770794 16.0
15.96762339770794 18.0
16.96762339770794 18.0
16.96762339770794 20.0
16.96762339770794 20.0
17.0 20.0
17.0 22.0
17.96762339770794 22.0
17.96762339770794 24.0
17.96762339770794 24.0
18.0 24.0
18.0 26.0
18.0 26.0
18.96762339770794 26.0
18.96762339770794 28.0
18.96762339770794 28.0
19.0 28.0
19.0 30.0
19.0 30.0
19.96762339770794 30.0
19.96762339770794 32.0
19.96762339770794 32.0
20.0 32.0
20.0 34.0
20.0 34.0
20.96762339770794 34.0
20.96762339770794 36.0
20.96762339770794 36.0
21.0 36.0
21.0 38.0
21.0 38.0
22.0 38.0
22.0 40.0
22.0 40.0
22.96762339770794 40.0
22.96762339770794 42.0
23.96762339770794 42.0
23.96762339770794 44.0
23.96762339770794 44.0
24.0 44.0
24.0 46.0
24.28237363920653 46.0
24.28237363920653 48.0
25.0 48.0
25.0 50.0
25.0 50.0
25.28237363920653 50.0
25.28237363920653 52.0
25.28237363920653 52.0
25.96762339770794 52.0
25.96762339770794 54.0
26.0 54.0
26.0 56.0
26.0 56.0
26.28237363920653 56.0
26.28237363920653 58.0
26.28237363920653 58.0
26.96762339770794 58.0
26.96762339770794 60.0
26.96762339770794 60.0
27.0 60.0
27.0 62.0
27.0 62.0
27.28237363920653 62.0
27.28237363920653 64.0
27.28237363920653 64.0
28.0 64.0
28.0 66.0
28.0 66.0
28.28237363920653 66.0
28.28237363920653 68.0
28.28237363920653 68.0
28.96762339770794 68.0
28.96762339770794 70.0
29.0 70.0
29.0 72.0
29.0 72.0
29.28237363920653 72.0
29.28237363920653 74.0
29.28237363920653 74.0
29.96762339770794 74.0
29.96762339770794 76.0
29.96762339770794 76.0
30.96762339770794 76.0
30.96762339770794 78.0
30.96762339770794 78.0
31.0 78.0
31.0 80.0
31.28237363920653 80.0
31.28237363920653 82.0
31.96762339770794 82.0
31.96762339770794 84.0
31.96762339770794 84.0
32.0 84.0
32.0 86.0
32.0 86.0
32.28237363920653 86.0
32.28237363920653 88.0
32.28237363920653 88.0
32.73490139353089 88.0
32.73490139353089 90.0
32.96762339770794 90.0
32.96762339770794 92.0
32.96762339770794 92.0
33.73490139353089 92.0
33.73490139353089 94.0
33.73490139353089 94.0
33.96762339770794 94.0
33.96762339770794 96.0
33.96762339770794 96.0
